time,status,f0_,today,yesterday,same_day_last_week,avg_last_week,avg_last_month
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,322.0,55,51,45,29.42,28.35
10h,approved,322.0,43,55,42,26.14,28.57
10h,denied,36.0,55,51,45,29.42,28.35
10h,denied,36.0,43,55,42,26.14,28.57
10h,approved,379.0,55,51,45,29.42,28.35
10h,approved,379.0,43,55,42,26.14,28.57
10h,denied,35.0,55,51,45,29.42,28.35
10h,denied,35.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,342.0,55,51,45,29.42,28.35
10h,approved,342.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,denied,34.0,55,51,45,29.42,28.35
10h,denied,34.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,approved,347.0,55,51,45,29.42,28.35
10h,approved,347.0,43,55,42,26.14,28.57
10h,denied,30.0,55,51,45,29.42,28.35
10h,denied,30.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,approved,343.0,55,51,45,29.42,28.35
10h,approved,343.0,43,55,42,26.14,28.57
10h,denied,44.0,55,51,45,29.42,28.35
10h,denied,44.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,approved,324.0,55,51,45,29.42,28.35
10h,approved,324.0,43,55,42,26.14,28.57
10h,denied,46.0,55,51,45,29.42,28.35
10h,denied,46.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,approved,332.0,55,51,45,29.42,28.35
10h,approved,332.0,43,55,42,26.14,28.57
10h,denied,29.0,55,51,45,29.42,28.35
10h,denied,29.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,approved,335.0,55,51,45,29.42,28.35
10h,approved,335.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,denied,33.0,55,51,45,29.42,28.35
10h,denied,33.0,43,55,42,26.14,28.57
10h,denied,23.0,55,51,45,29.42,28.35
10h,denied,23.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,approved,344.0,55,51,45,29.42,28.35
10h,approved,344.0,43,55,42,26.14,28.57
10h,denied,40.0,55,51,45,29.42,28.35
10h,denied,40.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,approved,349.0,55,51,45,29.42,28.35
10h,approved,349.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,348.0,55,51,45,29.42,28.35
10h,approved,348.0,43,55,42,26.14,28.57
10h,reversed,4.0,55,51,45,29.42,28.35
10h,reversed,4.0,43,55,42,26.14,28.57
10h,denied,31.0,55,51,45,29.42,28.35
10h,denied,31.0,43,55,42,26.14,28.57
10h,approved,356.0,55,51,45,29.42,28.35
10h,approved,356.0,43,55,42,26.14,28.57
10h,backend_reversed,2.0,55,51,45,29.42,28.35
10h,backend_reversed,2.0,43,55,42,26.14,28.57
10h,denied,38.0,55,51,45,29.42,28.35
10h,denied,38.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,denied,38.0,55,51,45,29.42,28.35
10h,denied,38.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,337.0,55,51,45,29.42,28.35
10h,approved,337.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,denied,35.0,55,51,45,29.42,28.35
10h,denied,35.0,43,55,42,26.14,28.57
10h,approved,365.0,55,51,45,29.42,28.35
10h,approved,365.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,approved,384.0,55,51,45,29.42,28.35
10h,approved,384.0,43,55,42,26.14,28.57
10h,denied,45.0,55,51,45,29.42,28.35
10h,denied,45.0,43,55,42,26.14,28.57
10h,approved,365.0,55,51,45,29.42,28.35
10h,approved,365.0,43,55,42,26.14,28.57
10h,denied,41.0,55,51,45,29.42,28.35
10h,denied,41.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,denied,30.0,55,51,45,29.42,28.35
10h,denied,30.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,approved,373.0,55,51,45,29.42,28.35
10h,approved,373.0,43,55,42,26.14,28.57
10h,failed,1.0,55,51,45,29.42,28.35
10h,failed,1.0,43,55,42,26.14,28.57
10h,denied,35.0,55,51,45,29.42,28.35
10h,denied,35.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,approved,365.0,55,51,45,29.42,28.35
10h,approved,365.0,43,55,42,26.14,28.57
10h,refunded,2.0,55,51,45,29.42,28.35
10h,refunded,2.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,approved,335.0,55,51,45,29.42,28.35
10h,approved,335.0,43,55,42,26.14,28.57
10h,denied,47.0,55,51,45,29.42,28.35
10h,denied,47.0,43,55,42,26.14,28.57
10h,denied,28.0,55,51,45,29.42,28.35
10h,denied,28.0,43,55,42,26.14,28.57
10h,approved,351.0,55,51,45,29.42,28.35
10h,approved,351.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,approved,379.0,55,51,45,29.42,28.35
10h,approved,379.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,denied,36.0,55,51,45,29.42,28.35
10h,denied,36.0,43,55,42,26.14,28.57
10h,refunded,2.0,55,51,45,29.42,28.35
10h,refunded,2.0,43,55,42,26.14,28.57
10h,backend_reversed,2.0,55,51,45,29.42,28.35
10h,backend_reversed,2.0,43,55,42,26.14,28.57
10h,denied,30.0,55,51,45,29.42,28.35
10h,denied,30.0,43,55,42,26.14,28.57
10h,approved,365.0,55,51,45,29.42,28.35
10h,approved,365.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,approved,339.0,55,51,45,29.42,28.35
10h,approved,339.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,backend_reversed,2.0,55,51,45,29.42,28.35
10h,backend_reversed,2.0,43,55,42,26.14,28.57
10h,refunded,2.0,55,51,45,29.42,28.35
10h,refunded,2.0,43,55,42,26.14,28.57
10h,denied,38.0,55,51,45,29.42,28.35
10h,denied,38.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,failed,1.0,55,51,45,29.42,28.35
10h,failed,1.0,43,55,42,26.14,28.57
10h,approved,351.0,55,51,45,29.42,28.35
10h,approved,351.0,43,55,42,26.14,28.57
10h,denied,41.0,55,51,45,29.42,28.35
10h,denied,41.0,43,55,42,26.14,28.57
10h,reversed,4.0,55,51,45,29.42,28.35
10h,reversed,4.0,43,55,42,26.14,28.57
10h,approved,339.0,55,51,45,29.42,28.35
10h,approved,339.0,43,55,42,26.14,28.57
10h,denied,51.0,55,51,45,29.42,28.35
10h,denied,51.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,375.0,55,51,45,29.42,28.35
10h,approved,375.0,43,55,42,26.14,28.57
10h,reversed,4.0,55,51,45,29.42,28.35
10h,reversed,4.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,denied,29.0,55,51,45,29.42,28.35
10h,denied,29.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,352.0,55,51,45,29.42,28.35
10h,approved,352.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,denied,34.0,55,51,45,29.42,28.35
10h,denied,34.0,43,55,42,26.14,28.57
10h,denied,37.0,55,51,45,29.42,28.35
10h,denied,37.0,43,55,42,26.14,28.57
10h,approved,343.0,55,51,45,29.42,28.35
10h,approved,343.0,43,55,42,26.14,28.57
10h,refunded,2.0,55,51,45,29.42,28.35
10h,refunded,2.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,approved,335.0,55,51,45,29.42,28.35
10h,approved,335.0,43,55,42,26.14,28.57
10h,denied,31.0,55,51,45,29.42,28.35
10h,denied,31.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,approved,338.0,55,51,45,29.42,28.35
10h,approved,338.0,43,55,42,26.14,28.57
10h,denied,34.0,55,51,45,29.42,28.35
10h,denied,34.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,375.0,55,51,45,29.42,28.35
10h,approved,375.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,denied,35.0,55,51,45,29.42,28.35
10h,denied,35.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,denied,39.0,55,51,45,29.42,28.35
10h,denied,39.0,43,55,42,26.14,28.57
10h,reversed,4.0,55,51,45,29.42,28.35
10h,reversed,4.0,43,55,42,26.14,28.57
10h,approved,398.0,55,51,45,29.42,28.35
10h,approved,398.0,43,55,42,26.14,28.57
10h,denied,35.0,55,51,45,29.42,28.35
10h,denied,35.0,43,55,42,26.14,28.57
10h,backend_reversed,2.0,55,51,45,29.42,28.35
10h,backend_reversed,2.0,43,55,42,26.14,28.57
10h,approved,345.0,55,51,45,29.42,28.35
10h,approved,345.0,43,55,42,26.14,28.57
10h,approved,364.0,55,51,45,29.42,28.35
10h,approved,364.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,backend_reversed,2.0,55,51,45,29.42,28.35
10h,backend_reversed,2.0,43,55,42,26.14,28.57
10h,denied,46.0,55,51,45,29.42,28.35
10h,denied,46.0,43,55,42,26.14,28.57
10h,backend_reversed,2.0,55,51,45,29.42,28.35
10h,backend_reversed,2.0,43,55,42,26.14,28.57
10h,denied,51.0,55,51,45,29.42,28.35
10h,denied,51.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,approved,385.0,55,51,45,29.42,28.35
10h,approved,385.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,denied,28.0,55,51,45,29.42,28.35
10h,denied,28.0,43,55,42,26.14,28.57
10h,approved,373.0,55,51,45,29.42,28.35
10h,approved,373.0,43,55,42,26.14,28.57
10h,backend_reversed,2.0,55,51,45,29.42,28.35
10h,backend_reversed,2.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,denied,46.0,55,51,45,29.42,28.35
10h,denied,46.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,383.0,55,51,45,29.42,28.35
10h,approved,383.0,43,55,42,26.14,28.57
10h,approved,380.0,55,51,45,29.42,28.35
10h,approved,380.0,43,55,42,26.14,28.57
10h,backend_reversed,3.0,55,51,45,29.42,28.35
10h,backend_reversed,3.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,denied,34.0,55,51,45,29.42,28.35
10h,denied,34.0,43,55,42,26.14,28.57
10h,approved,365.0,55,51,45,29.42,28.35
10h,approved,365.0,43,55,42,26.14,28.57
10h,denied,48.0,55,51,45,29.42,28.35
10h,denied,48.0,43,55,42,26.14,28.57
10h,denied,34.0,55,51,45,29.42,28.35
10h,denied,34.0,43,55,42,26.14,28.57
10h,approved,391.0,55,51,45,29.42,28.35
10h,approved,391.0,43,55,42,26.14,28.57
10h,backend_reversed,4.0,55,51,45,29.42,28.35
10h,backend_reversed,4.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,approved,369.0,55,51,45,29.42,28.35
10h,approved,369.0,43,55,42,26.14,28.57
10h,denied,35.0,55,51,45,29.42,28.35
10h,denied,35.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,backend_reversed,3.0,55,51,45,29.42,28.35
10h,backend_reversed,3.0,43,55,42,26.14,28.57
10h,approved,362.0,55,51,45,29.42,28.35
10h,approved,362.0,43,55,42,26.14,28.57
10h,denied,38.0,55,51,45,29.42,28.35
10h,denied,38.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,reversed,3.0,55,51,45,29.42,28.35
10h,reversed,3.0,43,55,42,26.14,28.57
10h,reversed,4.0,55,51,45,29.42,28.35
10h,reversed,4.0,43,55,42,26.14,28.57
10h,denied,47.0,55,51,45,29.42,28.35
10h,denied,47.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,approved,339.0,55,51,45,29.42,28.35
10h,approved,339.0,43,55,42,26.14,28.57
10h,reversed,1.0,55,51,45,29.42,28.35
10h,reversed,1.0,43,55,42,26.14,28.57
10h,approved,355.0,55,51,45,29.42,28.35
10h,approved,355.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
10h,denied,36.0,55,51,45,29.42,28.35
10h,denied,36.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,reversed,2.0,55,51,45,29.42,28.35
10h,reversed,2.0,43,55,42,26.14,28.57
10h,backend_reversed,1.0,55,51,45,29.42,28.35
10h,backend_reversed,1.0,43,55,42,26.14,28.57
10h,approved,381.0,55,51,45,29.42,28.35
10h,approved,381.0,43,55,42,26.14,28.57
10h,denied,39.0,55,51,45,29.42,28.35
10h,denied,39.0,43,55,42,26.14,28.57
10h,refunded,1.0,55,51,45,29.42,28.35
10h,refunded,1.0,43,55,42,26.14,28.57
11h,denied,34.0,36,44,38,33.71,28.5
11h,denied,34.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,approved,375.0,36,44,38,33.71,28.5
11h,approved,375.0,44,36,47,25.0,28.28
11h,reversed,2.0,36,44,38,33.71,28.5
11h,reversed,2.0,44,36,47,25.0,28.28
11h,approved,373.0,36,44,38,33.71,28.5
11h,approved,373.0,44,36,47,25.0,28.28
11h,denied,41.0,36,44,38,33.71,28.5
11h,denied,41.0,44,36,47,25.0,28.28
11h,reversed,3.0,36,44,38,33.71,28.5
11h,reversed,3.0,44,36,47,25.0,28.28
11h,denied,28.0,36,44,38,33.71,28.5
11h,denied,28.0,44,36,47,25.0,28.28
11h,approved,354.0,36,44,38,33.71,28.5
11h,approved,354.0,44,36,47,25.0,28.28
11h,backend_reversed,4.0,36,44,38,33.71,28.5
11h,backend_reversed,4.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,approved,354.0,36,44,38,33.71,28.5
11h,approved,354.0,44,36,47,25.0,28.28
11h,denied,34.0,36,44,38,33.71,28.5
11h,denied,34.0,44,36,47,25.0,28.28
11h,reversed,1.0,36,44,38,33.71,28.5
11h,reversed,1.0,44,36,47,25.0,28.28
11h,denied,48.0,36,44,38,33.71,28.5
11h,denied,48.0,44,36,47,25.0,28.28
11h,reversed,1.0,36,44,38,33.71,28.5
11h,reversed,1.0,44,36,47,25.0,28.28
11h,approved,396.0,36,44,38,33.71,28.5
11h,approved,396.0,44,36,47,25.0,28.28
11h,refunded,2.0,36,44,38,33.71,28.5
11h,refunded,2.0,44,36,47,25.0,28.28
11h,reversed,4.0,36,44,38,33.71,28.5
11h,reversed,4.0,44,36,47,25.0,28.28
11h,approved,396.0,36,44,38,33.71,28.5
11h,approved,396.0,44,36,47,25.0,28.28
11h,denied,36.0,36,44,38,33.71,28.5
11h,denied,36.0,44,36,47,25.0,28.28
11h,denied,34.0,36,44,38,33.71,28.5
11h,denied,34.0,44,36,47,25.0,28.28
11h,reversed,1.0,36,44,38,33.71,28.5
11h,reversed,1.0,44,36,47,25.0,28.28
11h,approved,364.0,36,44,38,33.71,28.5
11h,approved,364.0,44,36,47,25.0,28.28
11h,refunded,1.0,36,44,38,33.71,28.5
11h,refunded,1.0,44,36,47,25.0,28.28
11h,denied,42.0,36,44,38,33.71,28.5
11h,denied,42.0,44,36,47,25.0,28.28
11h,reversed,4.0,36,44,38,33.71,28.5
11h,reversed,4.0,44,36,47,25.0,28.28
11h,approved,348.0,36,44,38,33.71,28.5
11h,approved,348.0,44,36,47,25.0,28.28
11h,refunded,2.0,36,44,38,33.71,28.5
11h,refunded,2.0,44,36,47,25.0,28.28
11h,approved,356.0,36,44,38,33.71,28.5
11h,approved,356.0,44,36,47,25.0,28.28
11h,denied,31.0,36,44,38,33.71,28.5
11h,denied,31.0,44,36,47,25.0,28.28
11h,refunded,3.0,36,44,38,33.71,28.5
11h,refunded,3.0,44,36,47,25.0,28.28
11h,reversed,3.0,36,44,38,33.71,28.5
11h,reversed,3.0,44,36,47,25.0,28.28
11h,approved,379.0,36,44,38,33.71,28.5
11h,approved,379.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,denied,28.0,36,44,38,33.71,28.5
11h,denied,28.0,44,36,47,25.0,28.28
11h,reversed,5.0,36,44,38,33.71,28.5
11h,reversed,5.0,44,36,47,25.0,28.28
11h,approved,355.0,36,44,38,33.71,28.5
11h,approved,355.0,44,36,47,25.0,28.28
11h,denied,32.0,36,44,38,33.71,28.5
11h,denied,32.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,denied,37.0,36,44,38,33.71,28.5
11h,denied,37.0,44,36,47,25.0,28.28
11h,approved,378.0,36,44,38,33.71,28.5
11h,approved,378.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,refunded,1.0,36,44,38,33.71,28.5
11h,refunded,1.0,44,36,47,25.0,28.28
11h,denied,35.0,36,44,38,33.71,28.5
11h,denied,35.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,approved,356.0,36,44,38,33.71,28.5
11h,approved,356.0,44,36,47,25.0,28.28
11h,refunded,3.0,36,44,38,33.71,28.5
11h,refunded,3.0,44,36,47,25.0,28.28
11h,approved,382.0,36,44,38,33.71,28.5
11h,approved,382.0,44,36,47,25.0,28.28
11h,denied,26.0,36,44,38,33.71,28.5
11h,denied,26.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,reversed,1.0,36,44,38,33.71,28.5
11h,reversed,1.0,44,36,47,25.0,28.28
11h,reversed,2.0,36,44,38,33.71,28.5
11h,reversed,2.0,44,36,47,25.0,28.28
11h,denied,34.0,36,44,38,33.71,28.5
11h,denied,34.0,44,36,47,25.0,28.28
11h,approved,353.0,36,44,38,33.71,28.5
11h,approved,353.0,44,36,47,25.0,28.28
11h,denied,43.0,36,44,38,33.71,28.5
11h,denied,43.0,44,36,47,25.0,28.28
11h,refunded,2.0,36,44,38,33.71,28.5
11h,refunded,2.0,44,36,47,25.0,28.28
11h,reversed,3.0,36,44,38,33.71,28.5
11h,reversed,3.0,44,36,47,25.0,28.28
11h,approved,382.0,36,44,38,33.71,28.5
11h,approved,382.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,denied,34.0,36,44,38,33.71,28.5
11h,denied,34.0,44,36,47,25.0,28.28
11h,approved,330.0,36,44,38,33.71,28.5
11h,approved,330.0,44,36,47,25.0,28.28
11h,reversed,2.0,36,44,38,33.71,28.5
11h,reversed,2.0,44,36,47,25.0,28.28
11h,reversed,2.0,36,44,38,33.71,28.5
11h,reversed,2.0,44,36,47,25.0,28.28
11h,approved,376.0,36,44,38,33.71,28.5
11h,approved,376.0,44,36,47,25.0,28.28
11h,denied,38.0,36,44,38,33.71,28.5
11h,denied,38.0,44,36,47,25.0,28.28
11h,refunded,1.0,36,44,38,33.71,28.5
11h,refunded,1.0,44,36,47,25.0,28.28
11h,denied,34.0,36,44,38,33.71,28.5
11h,denied,34.0,44,36,47,25.0,28.28
11h,approved,324.0,36,44,38,33.71,28.5
11h,approved,324.0,44,36,47,25.0,28.28
11h,reversed,4.0,36,44,38,33.71,28.5
11h,reversed,4.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,approved,373.0,36,44,38,33.71,28.5
11h,approved,373.0,44,36,47,25.0,28.28
11h,denied,39.0,36,44,38,33.71,28.5
11h,denied,39.0,44,36,47,25.0,28.28
11h,reversed,1.0,36,44,38,33.71,28.5
11h,reversed,1.0,44,36,47,25.0,28.28
11h,approved,377.0,36,44,38,33.71,28.5
11h,approved,377.0,44,36,47,25.0,28.28
11h,denied,22.0,36,44,38,33.71,28.5
11h,denied,22.0,44,36,47,25.0,28.28
11h,refunded,1.0,36,44,38,33.71,28.5
11h,refunded,1.0,44,36,47,25.0,28.28
11h,approved,356.0,36,44,38,33.71,28.5
11h,approved,356.0,44,36,47,25.0,28.28
11h,denied,35.0,36,44,38,33.71,28.5
11h,denied,35.0,44,36,47,25.0,28.28
11h,reversed,1.0,36,44,38,33.71,28.5
11h,reversed,1.0,44,36,47,25.0,28.28
11h,approved,377.0,36,44,38,33.71,28.5
11h,approved,377.0,44,36,47,25.0,28.28
11h,denied,37.0,36,44,38,33.71,28.5
11h,denied,37.0,44,36,47,25.0,28.28
11h,refunded,1.0,36,44,38,33.71,28.5
11h,refunded,1.0,44,36,47,25.0,28.28
11h,denied,33.0,36,44,38,33.71,28.5
11h,denied,33.0,44,36,47,25.0,28.28
11h,approved,367.0,36,44,38,33.71,28.5
11h,approved,367.0,44,36,47,25.0,28.28
11h,reversed,1.0,36,44,38,33.71,28.5
11h,reversed,1.0,44,36,47,25.0,28.28
11h,approved,371.0,36,44,38,33.71,28.5
11h,approved,371.0,44,36,47,25.0,28.28
11h,reversed,3.0,36,44,38,33.71,28.5
11h,reversed,3.0,44,36,47,25.0,28.28
11h,refunded,1.0,36,44,38,33.71,28.5
11h,refunded,1.0,44,36,47,25.0,28.28
11h,denied,26.0,36,44,38,33.71,28.5
11h,denied,26.0,44,36,47,25.0,28.28
11h,reversed,3.0,36,44,38,33.71,28.5
11h,reversed,3.0,44,36,47,25.0,28.28
11h,denied,30.0,36,44,38,33.71,28.5
11h,denied,30.0,44,36,47,25.0,28.28
11h,approved,391.0,36,44,38,33.71,28.5
11h,approved,391.0,44,36,47,25.0,28.28
11h,refunded,2.0,36,44,38,33.71,28.5
11h,refunded,2.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,approved,382.0,36,44,38,33.71,28.5
11h,approved,382.0,44,36,47,25.0,28.28
11h,denied,35.0,36,44,38,33.71,28.5
11h,denied,35.0,44,36,47,25.0,28.28
11h,reversed,3.0,36,44,38,33.71,28.5
11h,reversed,3.0,44,36,47,25.0,28.28
11h,approved,380.0,36,44,38,33.71,28.5
11h,approved,380.0,44,36,47,25.0,28.28
11h,denied,52.0,36,44,38,33.71,28.5
11h,denied,52.0,44,36,47,25.0,28.28
11h,refunded,1.0,36,44,38,33.71,28.5
11h,refunded,1.0,44,36,47,25.0,28.28
11h,reversed,2.0,36,44,38,33.71,28.5
11h,reversed,2.0,44,36,47,25.0,28.28
11h,backend_reversed,1.0,36,44,38,33.71,28.5
11h,backend_reversed,1.0,44,36,47,25.0,28.28
11h,denied,40.0,36,44,38,33.71,28.5
11h,denied,40.0,44,36,47,25.0,28.28
11h,approved,349.0,36,44,38,33.71,28.5
11h,approved,349.0,44,36,47,25.0,28.28
11h,reversed,3.0,36,44,38,33.71,28.5
11h,reversed,3.0,44,36,47,25.0,28.28
11h,refunded,1.0,36,44,38,33.71,28.5
11h,refunded,1.0,44,36,47,25.0,28.28
11h,approved,346.0,36,44,38,33.71,28.5
11h,approved,346.0,44,36,47,25.0,28.28
11h,denied,35.0,36,44,38,33.71,28.5
11h,denied,35.0,44,36,47,25.0,28.28
11h,denied,34.0,36,44,38,33.71,28.5
11h,denied,34.0,44,36,47,25.0,28.28
